review_text,rating,sentiment
"I can say that SanDisk is one of the best company in the fields of electronics and Digital Cameras, but I am very dissapointed of this Memory Card.The card memory is only 25GB and the speed is 14MB/s which is not as advertised.I gave it to my dad to use it on his phone and I started to use the Sony 32GB MicroSD. I can say that it works perfectly: the storage is 32GB and the speed is 43MB/s.Buy it now: http://amzn.to/1iGqMVm . This is the exact link I used to buy mine.",1.0,0
"Sadly I missed the return window by a couple of days.  this card got flaky in my galaxy note 2, a little google research and it appears this is a very well known and widespread issue with these class 10 32gb cards.  Avoid until it's fixed.",1.0,0
I purchased this product a few months back as a replacement for another 32GB Sandisk memory card that wasn't even a year old that ceased to work. After using this memory card for a few months I started having the same problem where the card randomly stops working or is not even recognized by my Galaxy S3 phone. I tried plugging it into my computer with the provided adapter and it seldom gets recognized. This card is not worth the money for it will not last. Buy PNY or any other brand. Sandisk has lost a customer.03/12/2013 - Amazon.com rocks! They refunded the full amount of the purchase! Kudos to them!,3.0,1
"this card would not show 64 GB until i spent $60 on a card reader that supports sdxc, and after doing that, it is transferring at class 1 speed. i managed to get it formatted in FAT32 with 59 GB free for my Cowon J3, but it's taking 10 hours to transfer 30 GB to it. i got a refund because this is not the service and quality i paid for. i just hope the music lists on my PMP when i turn it on tomorrow. i have it in the microSDXC slot of the AFT PRO-57U, which is connected to a Syba VIA VL800 USB 3.0 card. feel free to tell me i am doing it wrong and how to get class 10 speed.UPDATE: the transfer finished, but the data does not show in my Cowon J3, so the early versions that worked are gone. do not buy these for a device that is not SDXC specific because they have changed something in them.",2.0,0
"I bought this with Costco Black Friday deal and started using just a couple of days ago.  Today when I was transferring video files from my phone to the card, I wasn't able to because it stopped half way.  Now, nothing can be written on it.It was purchased from Costco, so it's not a fake Microsdhc card.  I tested it out its authenticity with an app on Google Play and verified that it's real too.  Still, it's a piece junk.  What is Sandisk doing to its reputation?I would advise shopper to choose other brands over this.  Surely, it's cheap; but would you rather lose all of the important files that you store in it?",1.0,0
in my Samsung note 2. fast no delays. transfers data in fon and to pc immediately. Good value for a top rated card.,5.0,2
"This product sucks.  My phone keeps giving me a ""card removed"" please re-insert or something like that! Only to find out that they do have that problem (32gb sd's and higher micro sd card ultra class 10).  Complained to company and it's taking forever for them to ship me a new one.  Many mistakes happened with my new items and inconvenient.  Better to have just returned it with ""Amazon"" got the money back and bought a different one!!!  Company sucks! you would think Sandisk is a reputable name but "":$)($)(*. I bought 2 cards from them 32g and 64g and both have problems.",3.0,1
"Trusted SanDisk for years.  No issues, works great.  Does exactly what is needed.  I use SanDisk in all my camera and phone gear.",5.0,2
its ffast light weight.. great price nothing to say here.. just a memory carduse it for my gopro hero 3 black,5.0,2
"Worked great in my galaxy s4--until it didn't work at all for some unknown reason. Used it for about 4 months before it crapped out. BACK UP YOUR DATA WITH ALL THESE THINGS, THOUGH....",3.0,1
"I got this to allow me to store and move movies and photos.  It holds a lot and playing videos straight from the card works fine.  So, it does what I needed it to do.  You generally can't go wrong with genuine SanDisk products.",5.0,2
"the price is good, it worked as expected, there is not much more to say about it. Have not tested the adapter.",5.0,2
"If your card gets hot enough to be painful, it is defective and you need to contact SanDisk!From my experience, the larger micro SDs run hot on format and writing, but not to the pain threshold!I purchased one of these cards to use in a camera and Android tablet.  Great read speed but write speed was okay.  Used card for about two weeks and then all my files disappeared!  Tried to format the card and three different computers with XP, Windows, and Linux couldn't format it.  The camera and tablet couldn't format it.  I RMA'd it and got another because SanDisk is a good brand.  I did notice that when formatting or writing the card it got hot, very hot.Second card didn't last 24 hours and had the exact same symptoms as the first card.  Write a file or format it resulted in the card getting hot enough to reach the pain threshold.  I called up SanDisk and while explaining this was the second card I'd received with the exact same symptoms, when I mentioned it getting hot, they immediately issued me an RMA.  They said they were told to issue an RMA the moment they heard a card ran hot.Smaller SanDisk micro SD's or regular SD's I have or use don't do this.  I think SanDisk has an issue with this card.The last 4 digits of the part number refer to the date code and origin of the card.  Both cards had different date and origin codes.",1.0,0
