text,sentiment
It looks like what's it's supposed to look like.  It does what's it's supposed to do.  I got it for quite a decent price and in timely manner.  #goodstuff,2
"I purchased Sandisk because i thought it was the most reliable name brand out there. I have a Galaxy S3 and purchased this 32GB card to handle all my photo's and movies. I'd say over the last 4 months I haven't been using the storage for more than just photo's and the occasional movie. The device just failed on me yesterday, losing all my photo's and files. Thank goodness for DropBox auto-photo upload otherwise i would of permanently lost my photos.I actually went back to the Amazon branded microSD card (16GB) which is about as fast and so far, way more reliable than sandisk. I can't beleive a sandisk card failed, I'm probably going to RMA the unit and hope they send me a better unit. You can guarantee that i'm going to burn in the card to make sure there's no errors.I gave it one star because you think you pay a premium for a premium product. You expect it to be as near flawless as possible.",0
"High quality, high performance. Used to expand the memory on a DROID M. Inserted the card and we were good to go. Great for expanding smart phone storage and digital cameras.",2
"This card does not work on droid razr phones. Whenever I try to transfer files on the card, it makes the phone freeze completely. I have tried every possibility to get this to work, but this type of card is worthless because it does not work due to its high capacity on phones. Every workaround I have tried to get this card to work, it still causes my phone to freeze.",0
"Great price! Ultra rf has high speed and good stability, which is perfect for camera.I hope 64 g also drop the price.",2
"I will keep it short and sweet for potential buyers looking for facts and not b.s.I own two of the 32gb size of these cards for about 3 months now. They do work fairly well with cell phones and tablets, yet not so good with cameras, in fact these cards failed to work with my GoPro Hero3 camera and the customer service rep from Gopro claimed (and I happen to agree with him) that this card is not a true class 10 card let alone UHS-1.Benchmarks with my evo 4g with all allocation sizes the write speed never passed beyond 8mb/s while read speeds wondered around 25mb/s far below advertised speeds, well write speeds arent technically advertised (probably because they are of class 4 level)Benchmarks with crystal mark reported speeds even lower (due to adapter) with write speeds around 6mb/s while read speeds wondered around 20mb/s.Needless to say, if you are not worried about speeds and only about storage, these are perfect. If you want to use them for shooting high definition raw footage however, I suggest you not to loose your money on this, because even if your write speeds are around 10mb/s as the card begins to decay it will slow down to become useless.Again this review is based on GoPro camera and high definition raw recording.. For cell phones or for storage it works perfectly well with a bit of false advertisement..",1
"I bought this card on the strength of the 64GB XDSC SanDisk in my phone right now.  It was a gift for a friend of mine and sadly it corrupted within minutes of first use.Initially it worked fine, then dead.  We checked in a laptop and Windows Disk Management screen told me it had a single 128K partition and the rest was unusable.  Outstanding.The replacement sent by Amazon (Thank you Amazon, you are always excellent) is sitting in my office right now, I should probably check it out.",0
I put this into my new tablet before I went on a long road trip and I was able to watch a few movies off of it during a 12 hour bus ride.,2
"32 gb card is unredable...tablet cant read it, camera cant read it... Unable to format it... And  i dont havve 20 words...I have 30$ less...",0
Received a defective one that did not want to format.  Returned it.  Bought a different brand instead although from past experience Sandisk has been fine.,1
"I got this product exactly 1 month and 3 days ago. Prior to today, it was working fine. Out of nowhere, my Micro SD card can't be read anymore. I've tried several phones, and 3 different laptops (both OSX and Windows 7), and it doesn't even show up anymore. Be weary of the product. You may end up with a lemon.",0
dont even bother to try - will not show up in finder and will not show up if placed on any reader,0
"Used on a Galaxy Note and so far it has been great, fast card and excelent brand, a+ performance !Update may 10 2013, it stopped working! It does not work with my Galaxy Note or my PC, sadly it is not recognized by any device...",1
I used this i my GoPro 3 Black and it worked flawlessly. Shooting at 47 FPS in HD without a hitch.,2
"Pros: Looks good, works fine until it starts acting up.Cons : Worked for 6-8 months in 2 Samsung S3 phones, and 3 months in a Samsung Galaxy Note 8. One by one they all died, became unreadable. Cannot format either. Just dead. Wasted.Sandisk did not post any disclaimers like don't bother to use this in a Samsung device.",0
